id,award_id,base_date,start_date,end_date,amount,outlays,recipient,recipient_uei,award_type,assistance_listing,awarding_agency,awarding_subagency,funding_agency,funding_subagency,description,last_modified
ASST_NON_SBK80017GR0111_019,SBK80017GR0111,2017-07-11,2017-07-19,2019-01-19,15260.0,0.0,PRIJATELJI PRIRODE EKO ELEMENT,NHHSFNJTSGN3,04,19.900,Department of State,Department of State,,,TO ENVISAGE USE OF THE MODERN TECHNOLOGY AND IMPLEMENTATION OF THE BEST PRACTICES IN THE WASTE MANAGEMENT AND ENVIRONMENTAL PROTECTION.,2017-08-07 00:00:00+00
ASST_NON_SECAGD17GR1043_019,SECAGD17GR1043,2017-07-11,2017-09-30,2018-10-01,130000.0,0.0,NATIONAL YOUTH SCIENCE FOUNDATION,F8J2BNAPPY76,04,19.415,Department of State,Department of State,,,2018 NATIONAL YOUTH SCIENCE CAMP,2017-08-07 00:00:00+00
ASST_NON_SGG80017GR0063_019,SGG80017GR0063,2017-07-11,2017-08-15,2018-03-31,18440.0,0.0,MISCELLANEOUS FOREIGN AWARDEES,LN9PU5M2YZN5,04,19.900,Department of State,Department of State,,,TO WORK ON THE CREATION OF MORE EFFECTIVE MECHANISMS FOR COMBATING DOMESTIC VIOLENCE.,2017-08-07 00:00:00+00
ASST_NON_SGG80017GR0065_019,SGG80017GR0065,2017-07-11,2017-07-27,2017-12-31,23829.0,0.0,MISCELLANEOUS FOREIGN AWARDEES,LN9PU5M2YZN5,04,19.900,Department of State,Department of State,,,TO CONDUCT 2017 GLOW SUMMER SCHOOL FOR GIRLS.,2017-08-07 00:00:00+00
ASST_NON_SGG80017GR0066_019,SGG80017GR0066,2017-07-11,2017-09-15,2018-10-01,12012.54,0.0,MISCELLANEOUS FOREIGN AWARDEES,LN9PU5M2YZN5,PROJECT GRANT (B),19.900,Department of State,Department of State,Department of State,Department of State,TO REDUCE THE NUMBER OF UNDERAGE ALCOHOL AND TOBACCO USERS IN GURIA.,2019-11-25 23:33:06.473245+00
ASST_NON_SKE50017CA0089_019,SKE50017CA0089,2017-07-11,2017-08-01,2018-07-31,8721.0,0.0,MISCELLANEOUS FOREIGN AWARDEES,LN9PU5M2YZN5,05,19.700,Department of State,Department of State,,,ENHANCE THE QUALITY OF LIFE OF OVCS  INFECTED OR AFFECTED BY HIV.,2017-08-10 00:00:00+00
ASST_NON_SKE50017CA0090_019,SKE50017CA0090,2017-07-11,2017-08-01,2018-07-31,9970.0,0.0,MISCELLANEOUS FOREIGN AWARDEES,LN9PU5M2YZN5,05,19.700,Department of State,Department of State,,,ENHANCE THE QUALITY OF LIFE OF OVCS  INFECTED OR AFFECTED BY HIV.,2017-08-10 00:00:00+00
ASST_NON_SKE50017CA0091_019,SKE50017CA0091,2017-07-11,2017-08-01,2018-07-31,9402.0,0.0,MISCELLANEOUS FOREIGN AWARDEES,LN9PU5M2YZN5,05,19.700,Department of State,Department of State,,,ENHANCE THE QUALITY OF LIFE OF OVCS  INFECTED OR AFFECTED BY HIV.,2017-08-10 00:00:00+00
ASST_NON_SKE50017CA0092_019,SKE50017CA0092,2017-07-11,2017-08-01,2018-07-31,10660.0,0.0,MISCELLANEOUS FOREIGN AWARDEES,LN9PU5M2YZN5,05,19.700,Department of State,Department of State,,,ENHANCE THE QUALITY OF LIFE OF OVCS  INFECTED OR AFFECTED BY HIV.,2017-08-10 00:00:00+00
ASST_NON_SKE50017CA0093_019,SKE50017CA0093,2017-07-11,2017-08-01,2018-07-31,9985.0,0.0,MISCELLANEOUS FOREIGN AWARDEES,LN9PU5M2YZN5,05,19.700,Department of State,Department of State,,,ENHANCE THE QUALITY OF LIFE OF OVCS  INFECTED OR AFFECTED BY HIV.,2017-08-10 00:00:00+00
ASST_NON_SKE50017CA0094_019,SKE50017CA0094,2017-07-11,2017-08-01,2018-07-31,8144.0,0.0,MISCELLANEOUS FOREIGN AWARDEES,LN9PU5M2YZN5,05,19.700,Department of State,Department of State,,,ENHANCE THE QUALITY OF LIFE OF OVCS  INFECTED OR AFFECTED BY HIV.,2017-08-10 00:00:00+00
ASST_NON_SKE50017CA0095_019,SKE50017CA0095,2017-07-11,2017-08-01,2018-07-31,11129.0,0.0,MISCELLANEOUS FOREIGN AWARDEES,LN9PU5M2YZN5,05,19.700,Department of State,Department of State,,,ENHANCE THE QUALITY OF LIFE OF OVCS  INFECTED OR AFFECTED BY HIV.,2017-08-10 00:00:00+00
ASST_NON_SKE50017CA0096_019,SKE50017CA0096,2017-07-11,2017-08-01,2018-07-31,11628.0,0.0,MISCELLANEOUS FOREIGN AWARDEES,LN9PU5M2YZN5,05,19.700,Department of State,Department of State,,,ENHANCE THE QUALITY OF LIFE OF OVCS  INFECTED OR AFFECTED BY HIV.,2017-08-10 00:00:00+00
ASST_NON_SKE50017CA0097_019,SKE50017CA0097,2017-07-11,2017-08-01,2018-07-31,10699.0,0.0,MISCELLANEOUS FOREIGN AWARDEES,LN9PU5M2YZN5,05,19.700,Department of State,Department of State,,,ENHANCE THE QUALITY OF LIFE OF OVCS  INFECTED OR AFFECTED BY HIV.,2017-08-10 00:00:00+00
ASST_NON_SKE50017CA0098_019,SKE50017CA0098,2017-07-11,2017-08-01,2018-07-31,10494.0,0.0,MISCELLANEOUS FOREIGN AWARDEES,LN9PU5M2YZN5,05,19.700,Department of State,Department of State,,,ENHANCE THE QUALITY OF LIFE OF OVCS  INFECTED OR AFFECTED BY HIV.,2017-08-10 00:00:00+00
ASST_NON_SLMAQM17GR1096_019,SLMAQM17GR1096,2017-07-11,2017-07-11,2019-07-31,430248.12,0.0,INTERNATIONAL LABOR ORGANIZATION,WFSWKBTM1Z53,04,19.345,Department of State,Department of State,,,MYS/16/03/USA: PROTECTING THE RIGHTS OF MIGRANT DOMESTIC WORKERS AND PLANTATION WORKERS THROUGH IMPROVED LABOUR MIGRATION GOVERNANCE,2017-08-07 00:00:00+00
ASST_NON_SMD70017GR097_019,SMD70017GR097,2017-07-11,2017-07-15,2017-10-31,54092.0,0.0,INTREPRINDEREA CU CAPITAL STRAIN PRO DIGITAL SOCIETATE CU RASPUNDERE LIMITATA,KL5LPJXHMVD8,04,19.900,Department of State,Department of State,,,THE PURPOSE OF THIS GRANT IS TO SUPPORT THE PROJECT 'DIGITALIZATION OF PRO TV CHISINAU NEWS',2017-07-20 00:00:00+00
ASST_NON_SNU70017GR0023_019,SNU70017GR0023,2017-07-11,2017-07-14,2019-11-30,4577.0,0.0,INDIVIDUAL RECIPIENT,,PROJECT GRANT (B),19.402,Department of State,Department of State,Department of State,Department of State,DESCRIPTION MASKED FOR PII PURPOSES,2019-08-12 17:13:20.386642+00
ASST_NON_SNU70017GR0030_019,SNU70017GR0030,2017-07-11,2017-07-17,2018-03-19,12000.0,0.0,INDIVIDUAL RECIPIENT,,04,19.040,Department of State,Department of State,,,DESCRIPTION MASKED FOR PII PURPOSES,2017-08-07 00:00:00+00
ASST_NON_SRO10017GR0082_019,SRO10017GR0082,2017-07-11,2017-07-11,2017-12-31,17000.0,0.0,CENTRUL PENTRU JURNALISM INDEPENDENT,GLV9NMDT6FE5,04,19.040,Department of State,Department of State,,,TO IMPROVE THE CAPACITY OF THE SCHOOLS TO PROVIDE A MEANINGFUL AND EFFICIENT MEDIA EDUCATION TO THE STUDENTS,2017-08-07 00:00:00+00
ASST_NON_SRO10017GR0083_019,SRO10017GR0083,2017-07-11,2017-07-11,2017-09-30,12168.0,0.0,MISCELLANEOUS FOREIGN AWARDEES,LN9PU5M2YZN5,04,19.040,Department of State,Department of State,,,"SUMMER SCHOOL EXPERIENCE-TO BUILD SOCIAL, ENTREPRENEURIAL, BUSINESS AND IT SKILLS FOR HIGH SCHOOL AND UNIVERSITY STUDENTS",2017-08-07 00:00:00+00
ASST_NON_SRP38017GR0038_019,SRP38017GR0038,2017-07-11,2017-07-13,2018-01-26,13424.73,0.0,MISCELLANEOUS FOREIGN AWARDEES,LN9PU5M2YZN5,PROJECT GRANT (B),19.040,Department of State,Department of State,Department of State,Department of State,TO TRAIN YOUNG JOURNALISTS IN NORTHERN PHILIPPINES REGION ON DISASTER AND RISK REDUCTION REPORTING.,2020-07-20 20:08:05.237452+00
ASST_NON_SSN10017GR025_019,SSN10017GR025,2017-07-11,2017-08-01,2017-09-30,10000.0,0.0,INSTITUTE OF INTERNATIONAL EDUCATION INC,G3XNCEEELQN3,04,19.040,Department of State,Department of State,,,THE AWARD WILL GO TOWARDS FUNDING A ONE DAY WORKSHOP FOR ADMINISTRATORS FROM 5 LOCAL UNIVERSITIES.,2017-08-07 00:00:00+00
ASST_NON_STI40017GR0036_019,STI40017GR0036,2017-07-11,2017-08-01,2018-07-31,24328.0,0.0,MISCELLANEOUS FOREIGN AWARDEES,LN9PU5M2YZN5,04,19.900,Department of State,Department of State,,,TO PROMOTE TRUE AND NONPARTISAN INFORMATION ABOUT THE PROCESSES THAT TAKE PLACE IN TAJIKISTAN,2017-08-07 00:00:00+00
ASST_NON_STI40017GR0037_019,STI40017GR0037,2017-07-11,2017-08-01,2018-07-31,24881.0,0.0,MISCELLANEOUS FOREIGN AWARDEES,LN9PU5M2YZN5,04,19.900,Department of State,Department of State,,,TO STRENGTHEN THE ABILITY OF INDEPENDENT MEDIA TO PROMOTE DIALOGUE AND DEBATE AROUND THE ROOT CAUSES OF RADICALIZATION,2017-08-07 00:00:00+00
ASST_NON_STI40017GR0038_019,STI40017GR0038,2017-07-11,2017-08-01,2018-01-31,18123.0,0.0,MISCELLANEOUS FOREIGN AWARDEES,LN9PU5M2YZN5,04,19.900,Department of State,Department of State,,,ADVOCACY AND PROMOTION OF WOMEN`S STATUS BY MEANS OF ANONYMOUS LEGAL ADVICE SERVICES IN RADIO PROGRAMS,2017-08-10 00:00:00+00
ASST_NON_STI40017GR0040_019,STI40017GR0040,2017-07-11,2017-08-01,2018-07-31,5496.0,0.0,MISCELLANEOUS FOREIGN AWARDEES,LN9PU5M2YZN5,04,19.900,Department of State,Department of State,,,"ENHANCING OF RIGHTS AND OPPORTUNITIES IN PROVISION OF INCLUSIVE COMMUNITY FOR CHILDREN AND THEIR FAMILIES WITH VISION, HEARING AND SPEECH PROBLEMS.",2017-08-07 00:00:00+00
ASST_NON_STI40017GR0041_019,STI40017GR0041,2017-07-11,2017-08-01,2018-01-31,14175.0,0.0,MISCELLANEOUS FOREIGN AWARDEES,LN9PU5M2YZN5,04,19.900,Department of State,Department of State,,,THE GOAL OF THIS PROJECT TO MEET THE REQUIREMENTS NEEDED TO IMPROVE THE QUALITY OF LIFE OF THE POOREST SEGMENTS OF THE POPULATION.,2017-08-07 00:00:00+00
ASST_NON_STI40017GR0042_019,STI40017GR0042,2017-07-11,2017-08-01,2017-12-31,24300.0,0.0,MISCELLANEOUS FOREIGN AWARDEES,LN9PU5M2YZN5,04,19.900,Department of State,Department of State,,,"TO CONTRIBUTE TO SUSTAINABLE DEVELOPMENT OF MOUNTAINS COMMUNITIES IN THE UPPER PART OF BARTANG RIVER VALLEY (PAMIR MOUNTAINS, TAJIKISTAN) THROUGH CAP",2017-08-07 00:00:00+00
ASST_NON_STI40017GR0043_019,STI40017GR0043,2017-07-11,2017-08-01,2018-07-31,22431.0,0.0,MISCELLANEOUS FOREIGN AWARDEES,LN9PU5M2YZN5,04,19.900,Department of State,Department of State,,,TO ORGANIZE A SMALL ENTERPRISE FOR THE STORAGE OF FRUITS AND VEGETABLES AND TO PROVIDE YOUNG PEOPLE WITH JOBS,2017-08-07 00:00:00+00
ASST_NON_STI40017GR0044_019,STI40017GR0044,2017-07-11,2017-08-01,2018-03-31,22936.0,0.0,MISCELLANEOUS FOREIGN AWARDEES,LN9PU5M2YZN5,04,19.900,Department of State,Department of State,,,"ASSIST TO THE ESTABLISHMENT OF INCOME-GENERATING ACTIVITIES OF THE DEPORTED MIGRANT WORKERS, TRAINED IN THE ORGANIZATION OF SMALL BUSINESSES",2017-08-07 00:00:00+00
ASST_NON_SUG50017GR0086_019,SUG50017GR0086,2017-07-11,2017-07-28,2018-01-31,10000.0,0.0,GLOBAL LIVINGSTON INSTITUTE,SXDJUTGRMNW7,04,19.040,Department of State,Department of State,,,"TO SUPPORT THE GLI HIV PREVENTION AND EDUCATION MUSIC FESTIVALS IN MASAKA, LIRA AND KABALE DISTRICTS IN UGANDA.",2017-08-07 00:00:00+00
ASST_NON_SUZ80017GR0036_019,SUZ80017GR0036,2017-07-11,2017-07-17,2018-07-21,27647.0,0.0,MISCELLANEOUS FOREIGN AWARDEES,LN9PU5M2YZN5,PROJECT GRANT (B),19.900,Department of State,Department of State,Department of State,Department of State,MAINTAINING THE ACTIVITY OF THE INFORMATION AND ANALYTICAL WEBSITE ASIATERRA (WWW.ASIATERRA.INFO),2018-11-14 16:36:48.325349+00
ASST_NON_SUZ80017GR0041_019,SUZ80017GR0041,2017-07-11,2017-07-17,2017-12-29,9870.0,0.0,MISCELLANEOUS FOREIGN AWARDEES,LN9PU5M2YZN5,04,19.900,Department of State,Department of State,,,"TO RAISE AWARENESS OF FAMILIES WITH DISABLED MEMBERS ON THEIR REPRODUCTIVE RIGHTS, PROMOTING A HEALTHY LIFESTYLE AND PREVENTION OF EARLY AND CONSANGU",2017-08-07 00:00:00+00
ASST_NON_AID367A1700001_072,AID367A1700001,2017-07-12,2017-07-12,2022-07-11,15436225.0,12469421.29,WINROCK INTERNATIONAL INSTITUTE FOR AGRICULTURAL DEVELOPMENT,KZ2UGRDKFNJ6,COOPERATIVE AGREEMENT (B),98.001,Agency for International Development,Agency for International Development,,,HAMRA SAMMAN TO COMBAT HUMAN TRAFFICKING,2026-01-06 20:20:22.606205+00
ASST_NON_AIDOAAA1200023_072,AIDOAAA1200023,2017-07-12,2012-07-13,2016-07-12,2965765.0,0.0,UNIVERSITY OF WASHINGTON,NFJ3CMQ4B418,05,98.001,Agency for International Development,Agency for International Development,,,APP - AAD 936-3090,2017-12-04 19:27:24.020658+00
ASST_NON_AIDOAAF1700036_072,AIDOAAF1700036,2017-07-12,2017-07-12,2020-07-11,150000.0,0.0,"PAYGO ENERGY, INC.",JENKHKGJJJY4,04,98.001,Agency for International Development,Agency for International Development,,,"PAYGO ENERGY, SALES, DISTRIBUTION AND TECHNOLOGY PILOT",2017-09-28 13:16:12.965962+00
ASST_NON_AIDOFDAA1700017_072,AIDOFDAA1700017,2017-07-12,2017-06-05,2018-06-04,1374166.0,0.0,"PLAN INTERNATIONAL USA, INC.",XEL4DM788LT5,05,98.001,Agency for International Development,Agency for International Development,,,SUPPORT FOR SELF-HELP SHELTER AND WASH SOLUTIONS IN PIURA,2018-03-13 14:57:20.148543+00
ASST_NON_AIDOFDAG1700119_072,AIDOFDAG1700119,2017-07-12,2017-07-31,2018-07-20,538692.0,0.0,MISCELLANEOUS FOREIGN AWARDEES,LN9PU5M2YZN5,PROJECT GRANT (B),98.001,Agency for International Development,Agency for International Development,,,"SUPPORT FOOD SECURITY AND NORMALIZATION OF LIVING CONDITIONS FOR INTERNALLY DISPLACED POPULATIONS AND HOST COMMUNITIES IN LAKE REGION, CHAD.",2018-08-13 19:21:41.676126+00
ASST_NON_SAM10017GR0026_019,SAM10017GR0026,2017-07-12,2017-09-01,2017-11-30,4095.71,0.0,ARMENIAN ASSOCIATION OF YOUNG HISTORIANS,LJRLRBLC2G85,PROJECT GRANT (B),19.900,Department of State,Department of State,Department of State,Department of State,TO FOSTER THE DEVELOPMENT OF ENTREPRENEURIAL AND FINANCIAL KNOWLEDGE AND SKILLS OF HIGH SCHOOL STUDENTS.,2020-07-20 20:07:08.721584+00
ASST_NON_SAM10017GR0029_019,SAM10017GR0029,2017-07-12,2017-08-15,2018-02-15,4810.0,0.0,PARTNERSHIP AND TEACHING NGO,YB69KTMVDWT3,04,19.900,Department of State,Department of State,,,TO REVEAL VIOLENCE AGAINST CHILDREN; CONTRIBUTE TO THE PREVENTION OF VIOLENCE AND RAISE AWARENESS ON THE RIGHTS OF CHILDREN/JUVENILES,2017-08-07 00:00:00+00
ASST_NON_SAM10017GR0032_019,SAM10017GR0032,2017-07-12,2017-07-15,2018-02-28,14643.53,0.0,CENTRE FOR COMMUNITY MOBILIZATION AND SUPPORT NGO,V9H9K2K5UAT8,04,19.900,Department of State,Department of State,,,TO PROMOTE THE FULL AND FAIR APPLICATION OF THE ACT ON REIMBURSEMENT FOR THE TRANSPORTATION COSTS FOR  TEACHERS AND STUDENTS IN ARMENIA.,2017-08-07 00:00:00+00
ASST_NON_SAS20017GR026_019,SAS20017GR026,2017-07-12,2017-07-17,2017-09-30,15000.0,0.0,NATIONAL CONGRESS OF AUSTRALIA'S FIRST PEOPLES LIMITED,WR6AWAJNKK74,PROJECT GRANT (B),19.040,Department of State,Department of State,,,TO SUPPORT INDIGENOUS LEADERSHIP PROGRAM - PRE-DEPARTURE SEMINAR,2018-10-18 21:14:43.621902+00
ASST_NON_SBL40017GR0024_019,SBL40017GR0024,2017-07-12,2017-07-14,2017-09-14,10170.0,0.0,MISCELLANEOUS FOREIGN AWARDEES,LN9PU5M2YZN5,04,19.040,Department of State,Department of State,,,"PERFORMANCES WITH THE PARTICIPATION OF U.S. ARTIST ELIO VILLAFRANCA, JAZZ FACULTY MEMBER OF THE JUILLIARD SCHOOL, AND FIVE OF ITS STUDENTS.",2017-08-10 00:00:00+00
ASST_NON_SBU80017GR0029_019,SBU80017GR0029,2017-07-12,2017-07-12,2018-09-30,15700.0,0.0,MISCELLANEOUS FOREIGN AWARDEES,LN9PU5M2YZN5,04,19.040,Department of State,Department of State,,,"TO FUND AEIF 2017 WINNER: BALKAN YOUTH FORUM, A REGIONAL PROJECT, PRESENTED BY BENJAMIN FRANKLIN ALUMNA YANA VOYNOVA. THE BYF WILL BE A GATHERING OF",2017-08-07 00:00:00+00
ASST_NON_SCA52517GR0039_019,SCA52517GR0039,2017-07-12,2017-07-14,2018-07-01,14593.4,0.0,MISCELLANEOUS FOREIGN AWARDEES,LN9PU5M2YZN5,PROJECT GRANT (B),19.040,Department of State,Department of State,Department of State,Department of State,"TRAVEL, EVENT PLANNING, PROMOTION, WEBSITE DESIGN, AND PRODUCTION OF FAMILY- FRIENDLY CARTOON VIDEOS.",2020-07-20 20:07:15.681407+00
ASST_NON_SCM80017GR0029_019,SCM80017GR0029,2017-07-12,2017-07-17,2017-08-30,10336.0,0.0,MISCELLANEOUS FOREIGN AWARDEES,LN9PU5M2YZN5,04,19.040,Department of State,Department of State,,,INCREASE THE NUMBER OF GIRLS INTERESTED IN STEM FIELDS THROUGH PLAY-BASED SIMULATION AND COMPETITION.,2017-08-10 00:00:00+00
ASST_NON_SCM80017GR0031_019,SCM80017GR0031,2017-07-12,2017-07-17,2018-03-31,5854.0,0.0,MISCELLANEOUS FOREIGN AWARDEES,LN9PU5M2YZN5,04,19.040,Department of State,Department of State,,,TO ORGANIZE PROGRAMS IN SUPPORT OF POSTS MSRP GOALS AT THE AMERICAN CORNER GAROUA.,2017-08-10 00:00:00+00
ASST_NON_SDR86017GR002_019,SDR86017GR002,2017-07-12,2017-07-12,2017-09-30,310.0,0.0,INDIVIDUAL RECIPIENT,,PROJECT GRANT (B),19.040,Department of State,Department of State,Department of State,Department of State,DESCRIPTION MASKED FOR PII PURPOSES,2020-07-20 20:07:22.156559+00
ASST_NON_SDR86017GR003_019,SDR86017GR003,2017-07-12,2017-07-12,2017-09-30,310.0,0.0,INDIVIDUAL RECIPIENT,,PROJECT GRANT (B),19.040,Department of State,Department of State,Department of State,Department of State,DESCRIPTION MASKED FOR PII PURPOSES,2020-07-20 20:07:22.157106+00
ASST_NON_SDR86017GR004_019,SDR86017GR004,2017-07-12,2017-07-12,2017-09-30,310.0,0.0,INDIVIDUAL RECIPIENT,,PROJECT GRANT (B),19.040,Department of State,Department of State,Department of State,Department of State,DESCRIPTION MASKED FOR PII PURPOSES,2020-07-20 20:07:22.157656+00
ASST_NON_SDR86017GR005_019,SDR86017GR005,2017-07-12,2017-07-12,2017-09-30,310.0,0.0,INDIVIDUAL RECIPIENT,,PROJECT GRANT (B),19.040,Department of State,Department of State,Department of State,Department of State,DESCRIPTION MASKED FOR PII PURPOSES,2020-07-20 20:07:22.178533+00
ASST_NON_SDR86017GR007_019,SDR86017GR007,2017-07-12,2017-07-12,2017-09-30,310.0,0.0,INDIVIDUAL RECIPIENT,,PROJECT GRANT (B),19.040,Department of State,Department of State,Department of State,Department of State,DESCRIPTION MASKED FOR PII PURPOSES,2020-07-20 20:07:22.179083+00
ASST_NON_SDR86017GR014_019,SDR86017GR014,2017-07-12,2017-07-12,2017-10-30,100.0,0.0,INDIVIDUAL RECIPIENT,,PROJECT GRANT (B),19.040,Department of State,Department of State,Department of State,Department of State,DESCRIPTION MASKED FOR PII PURPOSES,2020-07-20 20:07:22.179627+00
ASST_NON_SGR10017GR0044_019,SGR10017GR0044,2017-07-12,2017-07-12,2018-09-30,16220.0,0.0,MISCELLANEOUS FOREIGN AWARDEES,LN9PU5M2YZN5,04,19.040,Department of State,Department of State,,,"TO PROVIDE ADMINISTRATIVE SUPPORT AND FOLLOW ON PROGRAMMING FROM THE AMERICAN FILM SHOWCASE PROGRAM IN GREECE FROM OCTOBER 4-11, 2017.",2017-08-10 00:00:00+00
ASST_NON_SHU20015GR046_019,SHU20015GR046,2017-07-12,,,-5805.0,0.0,MISCELLANEOUS FOREIGN AWARDEES,LN9PU5M2YZN5,04,19.040,Department of State,Department of State,,,TO DE-OBLIGATE THE UNEXPENDED FUNDS OF THIS GRANT,2017-07-20 00:00:00+00
ASST_NON_SINLEC13GR1016_019,SINLEC13GR1016,2017-07-12,,,2483324.0,0.0,PARTNERSGLOBAL,T6RDLXQHB951,04,19.703,Department of State,Department of State,,,ACCOUNTABLE GOVERNANCE FOR JUSTICE AND SECURITY (AJGS),2017-08-07 00:00:00+00
ASST_NON_SINLEC14GR1029_019,SINLEC14GR1029,2017-07-12,,,333073.0,0.0,GEORGE MASON UNIVERSITY,EADLFP7Z72E5,04,19.705,Department of State,Department of State,,,TIME TO TAKE ACTION: WORKING GLOBALLY TO IDENTIFY AND COUNTER THE TOC NETWORKS BEHIND RHINO POACHING,2017-08-07 00:00:00+00
ASST_NON_SINLEC17CA2023_019,SINLEC17CA2023,2017-07-12,2017-07-12,2018-07-12,117546.79,0.0,TEXAS DEPARTMENT OF PUBLIC SAFETY,FMLYYM3GNG81,05,19.705,Department of State,Department of State,,,ADVANCING THE RULE OF LAW IN PARTICULAR NATION THROUGH HIGH QUALITY POLICE TRAINING,2017-08-07 00:00:00+00
ASST_NON_SIZ10017GR030_019,SIZ10017GR030,2017-07-12,2017-07-12,2017-08-10,56376.0,0.0,"AMERICA-MIDEAST EDUCATIONAL AND TRAINING SERVICES, INC.",MCEHLGRJYMT1,PROJECT GRANT (B),19.021,Department of State,Department of State,,,THE AWARD IS GIVEN TO AMIDEAST TO PROVIDE LOGISTICS COORDINATION FOR THE PARTICIPANTS IN FOUR ENGLISH TEACHER WORKSHOPS TO BE DELIVERED BY SPEAKER SPECIALIST CHRIS HASTINGS IN ERBIL FROM JULY 15 - JULY 25. 2017,2019-02-06 18:57:15.425553+00
ASST_NON_SMD70017GR098_019,SMD70017GR098,2017-07-12,2017-08-01,2018-07-31,19997.0,0.0,MISCELLANEOUS FOREIGN AWARDEES,LN9PU5M2YZN5,04,19.040,Department of State,Department of State,,,THE PURPOSE OF THIS GRANT IS TO SUPPORT THE PROJECT 'TRANSPARENCY' CONSISTING OF JOURNALISTIC MATERIALS DEPICTING ACTIVITIES OF PUBLIC AUTHORITIES.,2017-08-21 00:00:00+00
ASST_NON_SMY30017GR0030_019,SMY30017GR0030,2017-07-12,2017-07-15,2017-12-15,4795.0,0.0,MISCELLANEOUS FOREIGN AWARDEES,LN9PU5M2YZN5,04,19.040,Department of State,Department of State,,,TO SUPPORT DRONE WORKSHOP AT AMERICAN CORNER SABAH AND ENGAGE YOUTH IN SABAH.,2017-08-10 00:00:00+00
ASST_NON_SPMWRA17CA1034_019,SPMWRA17CA1034,2017-07-12,,2019-01-31,18087485.85,0.0,"ACUITY - JANUS GLOBAL, LLC",XZN5ZX4CDA69,COOPERATIVE AGREEMENT (B),19.800,Department of State,Department of State,,,LIBYA TRAINING,2018-09-21 18:51:45.852151+00
ASST_NON_SPO50017GR0021_019,SPO50017GR0021,2017-07-12,2017-07-23,2017-08-01,9000.0,0.0,"EMPOWER PEACE, INC.",E8PAGTVJMLE5,04,19.040,Department of State,Department of State,,,"TO SUPPORT THE ATTENDANCE OF THREE PORTUGUESE DELEGATES AT THE 2017 WOMEN2WOMEN CONFERENCE, IN BOSTON, USA",2017-08-07 00:00:00+00
ASST_NON_SPRMCO14CA1136_019,SPRMCO14CA1136,2017-07-12,,,694756.0,0.0,THE LUTHERAN WORLD FEDERATION,QTMNJW37VWL5,05,19.517,Department of State,Department of State,,,WATER AND SHELTER FOR PEACE PROJECT,2017-08-21 00:00:00+00
ASST_NON_SPRMCO17CA2017_019,SPRMCO17CA2017,2017-07-12,2017-07-12,2018-06-30,738487.03,-11452.97,RET INTERNATIONAL,H349WN6J48E3,05,19.517,Department of State,Department of State,,,TO INCREASE THE CAPACITIES OF REFUGEE ADOLESCENTS AND YOUTH TO BUILD A PEACEFUL AND SUSTAINABLE FUTURE,2017-08-10 00:00:00+00
ASST_NON_STH20017GR010_019,STH20017GR010,2017-07-12,2017-07-20,2018-08-31,4300.0,0.0,AMERICAN UNIVERSITY ALUMNI LANGUAGE CENTER,J73MELS79KQ5,04,19.022,Department of State,Department of State,,,TO SUPPORT EDUCATIONUSA OUTREACH PROGRAMS AND ACTIVITIES IN THAILAND.,2017-08-21 00:00:00+00
ASST_NON_AID263A000600026_072,AID263A000600026,2017-07-13,2006-04-13,2011-05-31,4628165.0,0.0,INTERNATIONAL FOUNDATION FOR ELECTORAL SYSTEMS,WKADQBU65FC6,05,98.001,Agency for International Development,Agency for International Development,,,"MODIFICATION #1 TO  PROVIDE THE CA FOR A 4-MONTH UNFUNDED EXTENSION, AND REALIGN THE BUDGET ACCORDINGLY.",2017-08-07 00:00:00+00
ASST_NON_AID386A1400010_072,AID386A1400010,2017-07-13,2014-07-14,2018-07-13,1089678.0,0.0,IORA ECOLOGICAL SOLUTIONS,Q3HLGJAL7JZ4,05,98.001,Agency for International Development,Agency for International Development,,,INFORM PROGRAM,2017-07-31 00:00:00+00
ASST_NON_AID386A1400013_072,AID386A1400013,2017-07-13,2014-07-18,2018-09-30,900891.0,0.0,SMALL SCALE SUSTAINABLE INFRASTRUCTURE DEVELOPMENT FUND,E923AFSN3CJ4,04,98.001,Agency for International Development,Agency for International Development,,,CLEAN ENERGY ACCESS NETWORK,2017-07-17 00:00:00+00
ASST_NON_AID486IO1300001_072,AID486IO1300001,2017-07-13,2013-05-15,2014-12-31,195285.0,0.0,ASIAN DEVELOPMENT BANK,YP27N1CJZGU1,04,98.001,Agency for International Development,Agency for International Development,,,PIO GRANT TO THE ASIAN DEVELOPMENT BANK (ADB),2017-07-24 00:00:00+00
ASST_NON_AIDOAAA1000005_072,AIDOAAA1000005,2017-07-13,2010-06-11,2012-06-10,116024.0,0.0,"DEVELOPMENT RESEARCH CENTER, THE",NLWBZ4JXDE87,05,98.001,Agency for International Development,Agency for International Development,,,SUPPORTING CIVIL SOCIETY THROUGH TECHNOLOGY,2017-08-21 00:00:00+00
